0,Brand,Model,Price,Fuel,Variant,KMS_driven
1061,2020 Tata Altroz,XM,6.06 Lakh,Petrol,Manual,"98,000 kms"
1062,2018 Maruti Ciaz,Alpha BSIV,8.33 Lakh,Petrol,Manual,"59,000 kms"
1063,2016 Maruti Ciaz,AT ZXi,7.43 Lakh,Petrol,Automatic,"79,000 kms"
1064,2017 Maruti Baleno,1.2 Alpha,6.01 Lakh,Petrol,Manual,"78,000 kms"
1065,2018 Tata Nexon,1.5 Revotorq XZA Plus,8.22 Lakh,Diesel,Automatic,"79,000 kms"
1066,2019 Maruti Ciaz,Alpha BSIV,9.34 Lakh,Petrol,Manual,"45,000 kms"
1067,2019 Maruti Ciaz,Delta BSIV,8.17 Lakh,Petrol,Manual,"15,000 kms"
1068,2022 Maruti Ciaz,Alpha AT,12.68 Lakh,Petrol,Automatic,"45,000 kms"
1069,2019 Maruti Ciaz,Sigma BSIV,7.82 Lakh,Petrol,Manual,"39,000 kms"
1070,2019 Honda City,i-VTEC CVT ZX,12.68 Lakh,Petrol,Automatic,"29,000 kms"
1071,2021 Maruti Ignis,Zeta,6.43 Lakh,Petrol,Manual,"45,000 kms"
1072,2017 Mahindra XUV500,AT W6 1.99 mHawk,10.78 Lakh,Diesel,Automatic,"69,000 kms"
1073,2016 Maruti Baleno,1.2 Delta,5.25 Lakh,Petrol,Manual,"55,000 kms"
1074,2021 BMW 5 Series,520d Luxury Line,64.00 Lakh,Diesel,Automatic,"45,000 kms"
1075,2020 BMW X7,xDrive 40i,1.18 Cr,Petrol,Automatic,"45,000 kms"
1076,2016 Mercedes-Benz S-Class,AMG S63 Coupe,1.61 Cr,Petrol,Automatic,"17,001 kms"
1077,2020 Porsche Macan,3.0 Twin Turbo V6,79.50 Lakh,Petrol,Automatic,"53,000 kms"
1078,2017 Mercedes-Benz E-Class,E250 CDI Avantgarde,29.75 Lakh,Diesel,Automatic,"45,000 kms"
1079,2021 Mercedes-Benz GLS,400d 4MATIC,1.33 Cr,Diesel,Automatic,"29,000 kms"
1080,2017 Maruti Baleno,1.2 CVT Zeta,6.53 Lakh,Petrol,Automatic,"32,000 kms"
1081,2019 Tata Harrier,XZ BSIV,14.56 Lakh,Diesel,Manual,"88,000 kms"
1082,2016 Hyundai i20,Sportz 1.2,5.47 Lakh,Petrol,Manual,"26,000 kms"
1083,2019 Hyundai Creta,1.6 SX Option,13.16 Lakh,Petrol,Manual,"39,000 kms"
1084,2018 Maruti Baleno,1.2 Zeta,6.23 Lakh,Petrol,Manual,"69,000 kms"
1085,2011 Honda City,1.5 V MT,3.45 Lakh,Petrol,Manual,"45,000 kms"
1086,2016 Maruti Baleno,1.2 Zeta,5.41 Lakh,Petrol,Manual,"1,20,000 kms"
1087,2014 Maruti Swift,VVT VXI,3.48 Lakh,Petrol,Manual,"1,10,000 kms"
1088,2018 Maruti Baleno,1.2 Delta,6.05 Lakh,Petrol,Manual,"45,000 kms"
1089,2017 Maruti Baleno,1.2 Delta,5.48 Lakh,Petrol,Manual,"50,000 kms"
1090,2019 Maruti Baleno,1.2 Zeta,6.86 Lakh,Petrol,Manual,"74,000 kms"
1091,2020 Maruti Swift,AMT ZXI,7.15 Lakh,Petrol,Automatic,"74,000 kms"
1092,2018 Maruti Baleno,1.2 Alpha,6.91 Lakh,Petrol,Manual,"72,000 kms"
1093,2018 Mahindra XUV500,W9 2WD,11.03 Lakh,Diesel,Manual,"7,000 kms"
1094,2015 Hyundai Creta,1.6 CRDi SX,8.11 Lakh,Diesel,Manual,"24,000 kms"
1095,2017 Maruti Baleno,1.2 Delta,6.03 Lakh,Petrol,Manual,"65,000 kms"
1096,2014 Hyundai i10,Sportz 1.1L,3.23 Lakh,Petrol,Manual,"24,000 kms"
1097,2015 Mahindra XUV500,W10 AWD,8.65 Lakh,Diesel,Manual,"56,000 kms"
1098,2018 Maruti Baleno,1.2 Zeta,6.36 Lakh,Petrol,Manual,"84,515 kms"
1099,2018 Maruti Baleno,1.2 Alpha,6.69 Lakh,Petrol,Manual,"65,000 kms"
1100,2018 Honda City,i-VTEC CVT ZX,10.53 Lakh,Petrol,Automatic,"92,000 kms"
1101,2015 Maruti Wagon R,VXI BS IV,3.32 Lakh,Petrol,Manual,"37,077 kms"
1102,2021 Tata Nexon,XZA Plus AMT,11.08 Lakh,Petrol,Automatic,"35,000 kms"
1103,2017 Renault KWID,1.0 RXT Optional AT 2016-2019,3.48 Lakh,Petrol,Automatic,"49,001 kms"
1104,2019 Maruti Ciaz,Alpha BSIV,8.72 Lakh,Petrol,Manual,"15,000 kms"
1105,2019 Maruti Baleno,Delta,6.30 Lakh,Petrol,Manual,"72,000 kms"
1106,2018 Maruti Ignis,1.2 Zeta BSIV,4.91 Lakh,Petrol,Manual,"65,000 kms"
1107,2019 Maruti S-Presso,VXI Plus 2019-2022,4.41 Lakh,Petrol,Manual,"64,000 kms"
1108,2018 Maruti Celerio,VXI CNG Optional BSIV,5.23 Lakh,CNG,Manual,"15,000 kms"
1109,2020 Mahindra Scorpio,S11,15.83 Lakh,Diesel,Manual,"24,000 kms"
1110,2019 Hyundai Creta,1.6 CRDi SX,11.82 Lakh,Diesel,Manual,"65,000 kms"
1111,2020 Maruti S-Presso,VXI Plus 2019-2022,4.63 Lakh,Petrol,Manual,"60,000 kms"
1112,2017 Mahindra XUV500,W10 1.99 mHawk,11.24 Lakh,Diesel,Manual,"39,000 kms"
1113,2021 Tata Nexon,XZ Plus,10.38 Lakh,Petrol,Manual,"72,000 kms"
1114,2015 Hyundai i10,Sportz 1.1L,4.00 Lakh,Petrol,Manual,"56,000 kms"
1115,2016 Maruti Baleno,1.2 Delta,5.32 Lakh,Petrol,Manual,"65,000 kms"
1116,2018 Honda City,i-VTEC V,8.74 Lakh,Petrol,Manual,"86,000 kms"
1117,2016 Hyundai i20,Magna 1.2,4.93 Lakh,Petrol,Manual,"65,000 kms"
1118,2014 Maruti Swift Dzire,ZXI,4.13 Lakh,Petrol,Manual,"64,000 kms"
1119,2015 Maruti Baleno,1.2 Delta,4.75 Lakh,Petrol,Manual,"7,100 kms"
1120,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,10.46 Lakh,Petrol,Automatic,"62,000 kms"
1121,2016 Hyundai Creta,1.6 VTVT SX Plus,9.21 Lakh,Petrol,Manual,"32,000 kms"
1122,2016 Maruti Baleno,1.2 Alpha,5.71 Lakh,Petrol,Manual,"13,423 kms"
1123,2017 Volkswagen Polo,1.2 MPI Highline,5.18 Lakh,Petrol,Manual,"26,000 kms"
1124,2020 Maruti S-Presso,VXI Plus 2019-2022,4.38 Lakh,Petrol,Manual,"28,000 kms"
1125,2018 Hyundai Creta,1.6 VTVT SX Plus,11.13 Lakh,Petrol,Manual,"62,000 kms"
1126,2017 Toyota Innova Crysta,2.8 GX AT BSIV,15.62 Lakh,Diesel,Automatic,"42,000 kms"
1127,2019 Maruti Baleno,Alpha,7.03 Lakh,Petrol,Manual,"74,000 kms"
1128,2021 Maruti Alto 800,VXI,4.40 Lakh,Petrol,Manual,"50,000 kms"
1129,2016 Honda Jazz,1.2 V i VTEC,5.25 Lakh,Petrol,Manual,"6,000 kms"
1130,2018 Maruti Alto 800,LXI,3.15 Lakh,Petrol,Manual,"59,000 kms"
1131,2018 Maruti Alto 800,VXI,3.28 Lakh,Petrol,Manual,"18,000 kms"
1132,2018 Maruti Celerio,ZXI MT BSIV,4.23 Lakh,Petrol,Manual,"55,124 kms"
1133,2017 Hyundai Creta,1.4 CRDi S,8.58 Lakh,Diesel,Manual,"54,300 kms"
1134,2017 Maruti Baleno,1.2 Delta,5.96 Lakh,Petrol,Manual,"15,000 kms"
1135,2015 Honda Amaze,S i-Vtech,4.05 Lakh,Petrol,Manual,"56,000 kms"
1136,2018 Honda City,i-VTEC VX,9.46 Lakh,Petrol,Manual,"2,300 kms"
1137,2016 Hyundai Creta,1.6 VTVT SX Plus,8.08 Lakh,Petrol,Manual,"36,400 kms"
1138,2021 Tata Nexon,XZA Plus AMT Diesel,12.17 Lakh,Diesel,Automatic,"76,000 kms"
1139,2016 Maruti Baleno,1.2 Delta,5.16 Lakh,Petrol,Manual,"30,001 kms"
1140,2018 Hyundai Creta,1.6 SX,10.33 Lakh,Petrol,Manual,"36,158 kms"
1141,2017 Hyundai Creta,1.6 CRDi SX,9.63 Lakh,Diesel,Manual,"63,400 kms"
1142,2018 Maruti Baleno,1.2 Delta,5.76 Lakh,Petrol,Manual,"43,000 kms"
1143,2014 Hyundai Xcent,1.2 Kappa S,4.18 Lakh,Petrol,Manual,"75,000 kms"
1144,2012 Toyota Etios,G,2.49 Lakh,Petrol,Manual,"17,000 kms"
1145,2015 Hyundai Verna,1.6 CRDi S,5.38 Lakh,Diesel,Manual,"4,000 kms"
1146,2016 Hyundai i10,Magna 1.1L,3.38 Lakh,Petrol,Manual,"53,600 kms"
1147,2018 Maruti Alto 800,LXI,3.03 Lakh,Petrol,Manual,"40,000 kms"
1148,2014 Hyundai Grand i10,Magna,3.73 Lakh,Petrol,Manual,"65,000 kms"
1149,2016 Hyundai Creta,1.6 VTVT SX Plus,8.94 Lakh,Petrol,Manual,"13,000 kms"
1150,2017 Renault KWID,RXT,3.43 Lakh,Petrol,Manual,"75,000 kms"
1151,2018 Jeep Compass,2.0 Limited,12.50 Lakh,Diesel,Manual,"42,600 kms"
1152,2017 Hyundai i20,1.2 Magna Executive,5.23 Lakh,Petrol,Manual,"43,600 kms"
1153,2018 Honda WR-V,Alive Edition S,6.53 Lakh,Petrol,Manual,"29,000 kms"
1154,2018 Maruti Alto 800,LXI,3.23 Lakh,Petrol,Manual,"56,000 kms"
1155,2018 Maruti Alto K10,VXI,3.73 Lakh,Petrol,Manual,"45,000 kms"
1156,2020 Honda City,VX MT,11.49 Lakh,Petrol,Manual,"16,000 kms"
1157,2018 Mahindra Scorpio,S7 120,11.78 Lakh,Diesel,Manual,"10,000 kms"
1158,2014 Maruti Swift,ZXI BSIV,4.38 Lakh,Petrol,Manual,"78,000 kms"
1159,2018 Maruti Wagon R,LXI CNG,4.49 Lakh,CNG,Manual,"77,000 kms"
1160,2020 Hyundai Santro,Sportz CNG,5.82 Lakh,CNG,Manual,"4,500 kms"
1161,2020 Maruti Alto 800,LXI,3.60 Lakh,Petrol,Manual,"9,800 kms"
1162,2020 Maruti Vitara Brezza,ZXI,10.53 Lakh,Petrol,Manual,"85,000 kms"
1163,2018 Honda WR-V,i-VTEC VX,7.87 Lakh,Petrol,Manual,"29,000 kms"
1164,2018 Maruti Alto K10,VXI,3.51 Lakh,Petrol,Manual,"24,000 kms"
1165,2017 Mahindra TUV 300,mHAWK100 T8,6.58 Lakh,Diesel,Manual,"43,000 kms"
1166,2014 Honda City,i VTEC SV,5.83 Lakh,Petrol,Manual,"79,000 kms"
1167,2015 Maruti Ciaz,VDi Plus SHVS,4.78 Lakh,Diesel,Manual,"23,000 kms"
1168,2018 Maruti Swift,VXI,5.45 Lakh,Petrol,Manual,"8,500 kms"
1169,2021 Maruti Swift,VXI,6.75 Lakh,Petrol,Manual,"23,000 kms"
1170,2015 Maruti Swift,VVT VXI,4.23 Lakh,Petrol,Manual,"9,000 kms"
1171,2017 Hyundai i20,1.4 Sportz,6.25 Lakh,Diesel,Manual,"3,400 kms"
1172,2017 Maruti Baleno,1.2 Zeta,6.14 Lakh,Petrol,Manual,"42,000 kms"
1173,2013 Hyundai i20,Magna Optional 1.2,3.11 Lakh,Petrol,Manual,"10,500 kms"
1174,2016 Maruti Swift Dzire,AMT ZDI,5.27 Lakh,Diesel,Automatic,"65,000 kms"
1175,2014 Ford Ecosport,1.5 DV5 MT Trend,3.97 Lakh,Diesel,Manual,"60,000 kms"
1176,2015 Honda Brio,S MT,3.58 Lakh,Petrol,Manual,"7,000 kms"
1177,2012 Maruti Alto K10,2010-2014 VXI,2.13 Lakh,Petrol,Manual,"1,12,000 kms"
1178,2017 Maruti Baleno,1.2 Sigma,4.85 Lakh,Petrol,Manual,"45,700 kms"
1179,2017 Honda WR-V,i-VTEC S,6.74 Lakh,Petrol,Manual,"28,841 kms"
1180,2019 Tata Harrier,XT BSIV,12.88 Lakh,Diesel,Manual,"44,500 kms"
1181,2017 Hyundai Grand i10,Magna,4.30 Lakh,Petrol,Manual,"43,350 kms"
1182,2016 Maruti Ciaz,ZDi SHVS,5.33 Lakh,Diesel,Manual,"19,942 kms"
1183,2016 Maruti Swift,VXI,4.73 Lakh,Petrol,Manual,"48,735 kms"
1184,2018 Maruti Ciaz,1.4 Sigma,7.49 Lakh,Petrol,Manual,"34,390 kms"
1185,2018 Maruti Baleno,1.2 Delta,5.57 Lakh,Petrol,Manual,"37,646 kms"
1186,2018 Maruti Alto K10,VXI,3.41 Lakh,Petrol,Manual,"15,000 kms"
1187,2017 Honda Jazz,1.2 V AT i VTEC,6.98 Lakh,Petrol,Automatic,"33,000 kms"
1188,2015 Maruti Alto 800,VXI,2.73 Lakh,Petrol,Manual,"20,000 kms"
1189,2019 Maruti Baleno,1.2 Zeta,6.74 Lakh,Petrol,Manual,"48,000 kms"
1190,2020 Toyota Innova Crysta,2.4 GX 7 STR AT,19.32 Lakh,Diesel,Automatic,"35,000 kms"
1191,2022 Maruti Alto 800,LXI Opt S-CNG,5.20 Lakh,CNG,Manual,"59,000 kms"
1192,2017 Toyota Innova Crysta,2.4 VX MT 8 STR,17.49 Lakh,Diesel,Manual,"45,000 kms"
1193,2021 Renault KWID,RXL BSVI,4.33 Lakh,Petrol,Manual,"39,000 kms"
1194,2016 Hyundai Creta,1.6 VTVT SX Plus,9.48 Lakh,Petrol,Manual,"24,000 kms"
1195,2018 Hyundai i20,1.2 Spotz,6.31 Lakh,Petrol,Manual,"37,000 kms"
1196,2016 Maruti Wagon R,LXI BS IV,3.41 Lakh,Petrol,Manual,"31,500 kms"
1197,2017 Mahindra Scorpio,1.99 S10,10.55 Lakh,Diesel,Manual,"60,000 kms"
1198,2015 Maruti Swift,VXI,4.08 Lakh,Petrol,Manual,"59,000 kms"
1199,2019 Maruti Ignis,1.2 Delta BSIV,5.01 Lakh,Petrol,Manual,"65,000 kms"
1200,2016 Maruti Swift,ZXI BSIV,4.94 Lakh,Petrol,Manual,"74,000 kms"
1201,2018 Hyundai Creta,1.6 VTVT SX Plus,9.26 Lakh,Petrol,Manual,"77,009 kms"
1202,2013 Skoda Rapid,1.6 TDI PRESTIGE,3.13 Lakh,Diesel,Manual,"24,009 kms"
1203,2017 Maruti Celerio,Green VXI,4.52 Lakh,CNG,Manual,"65,000 kms"
1204,2015 Honda City,i VTEC VX,7.12 Lakh,Petrol,Manual,"71,000 kms"
1205,2016 Datsun RediGO,S,2.31 Lakh,Petrol,Manual,"1,10,000 kms"
1206,2013 Hyundai Elantra,SX,5.34 Lakh,Petrol,Manual,"12,000 kms"
1207,2017 Hyundai Grand i10,Magna,4.60 Lakh,Petrol,Manual,"24,000 kms"
1208,2016 Maruti Baleno,1.2 Delta,5.36 Lakh,Petrol,Manual,"59,000 kms"
1209,2017 Hyundai i20,1.2 Asta,6.29 Lakh,Petrol,Manual,"65,000 kms"
1210,2014 Hyundai EON,Era Plus,2.28 Lakh,Petrol,Manual,"15,000 kms"
1211,2018 Maruti Ignis,1.2 Delta BSIV,4.78 Lakh,Petrol,Manual,"29,000 kms"
1212,2015 Hyundai EON,D Lite Plus,2.69 Lakh,Petrol,Manual,"30,742 kms"
1213,2018 Mahindra Scorpio,S5 BSIV,9.95 Lakh,Diesel,Manual,"70,000 kms"
1214,2018 Maruti Swift,AMT ZXI,6.37 Lakh,Petrol,Automatic,"39,000 kms"
1215,2018 Mahindra Scorpio,S5 BSIV,9.98 Lakh,Diesel,Manual,"50,000 kms"
1216,2017 Maruti Alto 800,VXI,3.09 Lakh,Petrol,Manual,"49,000 kms"
1217,2020 Maruti Alto 800,LXI,3.53 Lakh,Petrol,Manual,"33,000 kms"
1218,2014 Maruti Swift Dzire,VDI,4.21 Lakh,Diesel,Manual,"72,000 kms"
1219,2018 Mahindra XUV500,W11 AT BSIV,13.00 Lakh,Diesel,Automatic,"56,000 kms"
1220,2018 Tata Tiago,1.2 Revotron XZ,4.64 Lakh,Petrol,Manual,"50,000 kms"
1221,2018 Mahindra Thar,CRDe,8.23 Lakh,Diesel,Manual,"65,000 kms"
1222,2015 Hyundai Grand i10,Sportz,4.23 Lakh,Petrol,Manual,"18,000 kms"
1223,2018 Maruti Alto K10,VXI AGS Optional,3.86 Lakh,Petrol,Automatic,"1,10,000 kms"
1224,2018 Maruti Alto K10,VXI,3.63 Lakh,Petrol,Manual,"85,000 kms"
1225,2017 Hyundai i20,1.4 Asta,5.62 Lakh,Diesel,Manual,"15,000 kms"
1226,2018 Maruti Baleno,1.2 Delta,4.93 Lakh,Petrol,Manual,"21,000 kms"
1227,2020 Maruti Vitara Brezza,LXI,7.05 Lakh,Petrol,Manual,"15,000 kms"
1228,2018 Maruti Wagon R,LXI CNG,4.88 Lakh,CNG,Manual,"65,000 kms"
1229,2016 Mahindra XUV500,W10 1.99 mHawk,9.10 Lakh,Diesel,Manual,"31,882 kms"
1230,2017 Hyundai Creta,1.4 E Plus CRDi,9.22 Lakh,Diesel,Manual,"47,964 kms"
1231,2019 Skoda Octavia,1.8 TSI AT Style,18.18 Lakh,Petrol,Automatic,"6,400 kms"
1232,2017 Tata Tiago,1.2 Revotron XT,4.17 Lakh,Petrol,Manual,"1,46,000 kms"
1233,2018 Maruti Baleno,1.2 Zeta,5.93 Lakh,Petrol,Manual,"1,60,000 kms"
1234,2012 Maruti Zen Estilo,LXI BS IV,1.86 Lakh,Petrol,Manual,"70,000 kms"
1235,2018 Maruti Alto K10,VXI,3.68 Lakh,Petrol,Manual,"10,000 kms"
1236,2011 Toyota Etios,G,2.63 Lakh,Petrol,Manual,"77,000 kms"
1237,2018 Honda City,i-VTEC V,8.57 Lakh,Petrol,Manual,"72,000 kms"
1238,2021 Nissan Kicks,1.5 XV,9.52 Lakh,Petrol,Manual,"69,000 kms"
1239,2019 Toyota Glanza,V CVT,8.39 Lakh,Petrol,Automatic,"33,000 kms"
1240,2018 Renault Captur,1.5 Petrol RXL,7.59 Lakh,Petrol,Manual,"45,000 kms"
1241,2018 Hyundai Grand i10,1.2 Kappa Sportz BSIV,5.34 Lakh,Petrol,Manual,"54,200 kms"
1242,2015 Hyundai Verna,1.6 CRDi SX,5.50 Lakh,Diesel,Manual,"67,123 kms"
1243,2017 Mahindra XUV500,W6 1.99 mHawk,8.04 Lakh,Diesel,Manual,"15,000 kms"
1244,2017 Hyundai Grand i10,1.2 Kappa Sportz Option,5.18 Lakh,Petrol,Manual,"67,000 kms"
1245,2018 Maruti Swift,AMT VDI,6.05 Lakh,Diesel,Automatic,"52,000 kms"
1246,2015 Maruti Swift,VDI BSIV,4.19 Lakh,Diesel,Manual,"75,000 kms"
1247,2017 Honda BR-V,i-DTEC V MT,8.61 Lakh,Diesel,Manual,"75,000 kms"
1248,2013 Maruti Swift Dzire,VDI,3.69 Lakh,Diesel,Manual,"39,000 kms"
1249,2019 Maruti Wagon R,LXI CNG,5.60 Lakh,CNG,Manual,"46,000 kms"
1250,2017 Toyota Innova Crysta,2.8 ZX AT BSIV,18.40 Lakh,Diesel,Automatic,"58,000 kms"
1251,2017 Ford Ecosport,1.5 Diesel Ambiente BSIV,6.73 Lakh,Diesel,Manual,"69,001 kms"
1252,2015 Maruti Swift,VVT VXI,4.56 Lakh,Petrol,Manual,"72,000 kms"
1253,2018 Mahindra Thar,CRDe,8.05 Lakh,Diesel,Manual,"64,000 kms"
1254,2015 Hyundai Creta,1.6 CRDi SX Option,7.17 Lakh,Diesel,Manual,"68,000 kms"
1255,2014 Maruti Wagon R,LXI CNG,3.33 Lakh,CNG,Manual,"35,000 kms"
1256,2020 Maruti S-Presso,VXI Plus 2019-2022,4.33 Lakh,Petrol,Manual,"51,000 kms"
1257,2013 Maruti Swift,VDI,3.44 Lakh,Diesel,Manual,"79,000 kms"
1258,2017 Renault KWID,1.0 RXT Optional,2.83 Lakh,Petrol,Manual,"45,000 kms"
1259,2018 Maruti Alto 800,VXI,3.25 Lakh,Petrol,Manual,"70,000 kms"
1260,2011 Hyundai i20,1.2 Magna,2.43 Lakh,Petrol,Manual,"75,000 kms"
1261,2014 Honda Amaze,EX i-Vtech,3.54 Lakh,Petrol,Manual,"99,000 kms"
1262,2015 Honda Amaze,S i-Vtech,4.06 Lakh,Petrol,Manual,"61,721 kms"
1263,2014 Maruti Celerio,VXI,2.95 Lakh,Petrol,Manual,"98,000 kms"
1264,2011 Toyota Etios Liva,VX,2.45 Lakh,Petrol,Manual,"28,000 kms"
1265,2015 Honda Amaze,S i-Vtech,4.05 Lakh,Petrol,Manual,"50,000 kms"
1266,2017 Volkswagen Ameo,1.2 MPI Trendline,4.43 Lakh,Petrol,Manual,"75,000 kms"
1267,2018 Maruti Baleno,1.3 Sigma,5.02 Lakh,Diesel,Manual,"82,000 kms"
1268,2017 Maruti Alto 800,LXI,3.23 Lakh,Petrol,Manual,"45,000 kms"
1269,2014 Maruti Swift Dzire,VDI,4.11 Lakh,Diesel,Manual,"55,000 kms"
1270,2014 Maruti Alto K10,VXI,2.93 Lakh,Petrol,Manual,"11,000 kms"
1271,2021 Tata Harrier,XT plus,18.98 Lakh,Diesel,Manual,"67,000 kms"
1272,2015 Mahindra XUV500,W6 2WD,6.93 Lakh,Diesel,Manual,"58,000 kms"
1273,2014 Toyota Etios Cross,1.4L VD,3.30 Lakh,Diesel,Manual,"29,000 kms"
1274,2021 MG Hector Plus,Sharp CVT,19.43 Lakh,Petrol,Automatic,"59,000 kms"
1275,2015 Hyundai i20,Sportz 1.2,4.98 Lakh,Petrol,Manual,"43,000 kms"
1276,2013 Honda Amaze,EX i-Dtech,2.82 Lakh,Diesel,Manual,"49,000 kms"
1277,2014 Honda City,i VTEC SV,5.08 Lakh,Petrol,Manual,"55,000 kms"
1278,2015 Hyundai i20,Asta 1.4 CRDi,4.68 Lakh,Diesel,Manual,"90,000 kms"
1279,2015 Maruti Alto 800,LXI,2.10 Lakh,Petrol,Manual,"39,000 kms"
1280,2018 Maruti Vitara Brezza,ZDi AMT,8.00 Lakh,Diesel,Automatic,"52,000 kms"
1281,2018 Hyundai Creta,1.4 E Plus,8.89 Lakh,Diesel,Manual,"63,000 kms"
1282,2013 Maruti Swift,VXI,3.11 Lakh,Petrol,Manual,"65,000 kms"
1283,2020 Maruti Alto 800,VXI,3.63 Lakh,Petrol,Manual,"70,000 kms"
1284,2013 Renault Duster,85PS Diesel RxL,3.99 Lakh,Diesel,Manual,"55,000 kms"
1285,2014 Honda City,i VTEC SV,4.98 Lakh,Petrol,Manual,"60,000 kms"
1286,2014 Honda City,i DTEC SV,3.93 Lakh,Diesel,Manual,"60,000 kms"
1287,2017 Maruti Vitara Brezza,LDi,6.19 Lakh,Diesel,Manual,"62,000 kms"
1288,2015 Ford Ecosport,1.5 TDCi Ambiente BSIV,4.33 Lakh,Diesel,Manual,"30,000 kms"
1289,2017 Tata Tiago,1.2 Revotron XT,3.78 Lakh,Petrol,Manual,"26,000 kms"
1290,2018 Maruti Alto K10,VXI,3.56 Lakh,Petrol,Manual,"52,000 kms"
1291,2017 Hyundai Creta,1.6 CRDi AT S Plus,8.66 Lakh,Diesel,Automatic,"80,000 kms"
1292,2020 Maruti Baleno,Zeta,7.00 Lakh,Petrol,Manual,"70,000 kms"
1293,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,9.86 Lakh,Petrol,Automatic,"43,000 kms"
1294,2018 Mahindra Marazzo,M6,9.89 Lakh,Diesel,Manual,"62,000 kms"
1295,2014 Honda Amaze,S i-Dtech,2.88 Lakh,Diesel,Manual,"70,000 kms"
1296,2018 Maruti Alto 800,LXI,2.83 Lakh,Petrol,Manual,"66,000 kms"
1297,2013 Honda Brio,S MT,2.78 Lakh,Petrol,Manual,"72,000 kms"
1298,2014 Maruti Swift Dzire,ZXI,3.99 Lakh,Petrol,Manual,"82,000 kms"
1299,2017 Maruti SX4 S Cross,DDiS 200 Zeta,5.74 Lakh,Diesel,Manual,"70,000 kms"
1300,2015 Hyundai i20,Magna 1.2,4.96 Lakh,Petrol,Manual,"72,000 kms"
1301,2018 Tata Tiago,1.2 Revotron XM,3.98 Lakh,Petrol,Manual,"65,000 kms"
1302,2016 Hyundai i20,Magna 1.2,5.02 Lakh,Petrol,Manual,"11,000 kms"
1303,2013 Renault Duster,85PS Diesel RxL Optional,3.33 Lakh,Diesel,Manual,"94,000 kms"
1304,2015 Maruti Swift,VXI,4.05 Lakh,Petrol,Manual,"68,000 kms"
1305,2016 Volkswagen Vento,1.2 TSI Highline AT,6.83 Lakh,Petrol,Automatic,"27,000 kms"
1306,2020 Skoda Rapid,1.0 TSI Style,10.20 Lakh,Petrol,Manual,"15,000 kms"
1307,2014 Hyundai i20,Asta 1.4 CRDi,3.48 Lakh,Diesel,Manual,"68,000 kms"
1308,2014 Honda Brio,S MT,2.98 Lakh,Petrol,Manual,"15,000 kms"
1309,2014 Volkswagen Polo,1.2 MPI Comfortline,3.09 Lakh,Petrol,Manual,"1,03,000 kms"
1310,2014 Maruti Alto K10,2010-2014 VXI,2.72 Lakh,Petrol,Manual,"55,000 kms"
1311,2015 Honda Jazz,1.5 SV i DTEC,3.77 Lakh,Diesel,Manual,"55,000 kms"
1312,2015 Maruti Swift,VVT VXI,4.30 Lakh,Petrol,Manual,"30,000 kms"
1313,2014 Honda City,i DTEC E,3.55 Lakh,Diesel,Manual,"51,000 kms"
1314,2016 Honda Jazz,1.2 SV i VTEC,4.83 Lakh,Petrol,Manual,"65,000 kms"
1315,2017 Mahindra XUV500,W6 1.99 mHawk,8.35 Lakh,Diesel,Manual,"67,000 kms"
1316,2015 Mahindra XUV500,W6 2WD,6.23 Lakh,Diesel,Manual,"74,000 kms"
1317,2016 Honda Amaze,SX i-VTEC,4.81 Lakh,Petrol,Manual,"80,000 kms"
1318,2015 Renault KWID,RXL,2.22 Lakh,Petrol,Manual,"81,000 kms"
1319,2017 Tata Tiago,1.2 Revotron XZ,3.77 Lakh,Petrol,Manual,"44,000 kms"
1320,2017 Honda WR-V,i-VTEC S,6.56 Lakh,Petrol,Manual,"65,000 kms"
1321,2016 Maruti Wagon R,LXI BS IV,3.75 Lakh,Petrol,Manual,"65,040 kms"
1322,2015 Maruti Swift,VXI,4.38 Lakh,Petrol,Manual,"36,447 kms"
1323,2017 Mahindra Thar,CRDe,7.36 Lakh,Diesel,Manual,"80,000 kms"
1324,2018 Maruti Ciaz,Zeta BSIV,8.22 Lakh,Petrol,Manual,"70,000 kms"
1325,2013 Maruti Swift Dzire,VDI,3.15 Lakh,Diesel,Manual,"53,000 kms"
1326,2015 Maruti Alto K10,LXI,2.37 Lakh,Petrol,Manual,"60,000 kms"
1327,2018 Toyota Corolla Altis,1.8 VL CVT,14.53 Lakh,Petrol,Automatic,"29,000 kms"
1328,2016 Maruti Ciaz,VDi Plus SHVS,4.95 Lakh,Diesel,Manual,"50,000 kms"
1329,2016 Honda City,i VTEC E,6.58 Lakh,Petrol,Manual,"85,000 kms"
1330,2016 Maruti Wagon R,LXI BS IV,3.43 Lakh,Petrol,Manual,"15,000 kms"
1331,2015 Renault KWID,RXT,2.78 Lakh,Petrol,Manual,"44,000 kms"
1332,2012 Honda City,V MT,3.75 Lakh,Petrol,Manual,"1,20,000 kms"
1333,2017 Volkswagen Polo,1.2 MPI Comfortline,4.96 Lakh,Petrol,Manual,"35,000 kms"
1334,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,10.40 Lakh,Petrol,Automatic,"30,000 kms"
1335,2020 Honda City,VX MT,11.23 Lakh,Petrol,Manual,"40,000 kms"
